Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
715600533,Gold,300,0,75,21-05-2023,Week-21,Q2,2023,34516.0,1357,13722,124,0.039,Chip ,Food,823.32,0,46,M,5,Doctorate,Single,TX,91750,yes,yes,no,cellular,White-collar,138936,1
715601808,Platinum,375,1,66,21-05-2023,Week-21,Q2,2023,34516.0,2253,16692,131,0.065,Chip ,Travel,2003.04,0,44,F,1,Unknown,Unknown,TX,91750,no,yes,no,cellular,Businessman,235908,3
715603233,Blue,200,1,141,21-05-2023,Week-21,Q2,2023,2293.0,1460,4436,74,0.637,Chip ,Entertainment,887.2,0,43,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,White-collar,62492,3
715607958,Blue,365,1,71,21-05-2023,Week-21,Q2,2023,4202.0,2201,4385,78,0.524,Chip ,Grocery,920.85,0,62,M,0,Uneducated,Single,NY,91750,no,no,no,cellular,Blue-collar,59779,1
715609533,Blue,225,1,96,21-05-2023,Week-21,Q2,2023,5398.0,0,1887,36,0.0,Swipe ,Grocery,320.79,0,51,F,1,High School,Married,TX,91750,yes,no,no,cellular,Businessman,17814,1
715610733,Blue,420,1,76,21-05-2023,Week-21,Q2,2023,3735.0,1175,8193,66,0.315,Swipe ,Food,2294.04,0,49,M,2,Graduate,Single,CA,91750,yes,yes,no,cellular,Businessman,111739,1
715611933,Blue,95,0,95,21-05-2023,Week-21,Q2,2023,23692.0,2402,3632,62,0.101,Swipe ,Grocery,290.56,0,42,F,4,Unknown,Married,CA,91750,yes,no,yes,cellular,Blue-collar,39539,2
715612983,Blue,200,1,94,21-05-2023,Week-21,Q2,2023,6463.0,1660,2336,49,0.257,Swipe ,Fuel,350.4,0,44,F,2,Uneducated,Married,CA,91750,yes,no,no,cellular,Businessman,25840,3
715615233,Blue,470,0,92,21-05-2023,Week-21,Q2,2023,2737.0,1812,4507,86,0.662,Chip ,Grocery,1036.61,0,40,M,4,Graduate,Married,FL,91750,no,yes,yes,cellular,Govt,65785,3
715616358,Blue,340,0,132,21-05-2023,Week-21,Q2,2023,5843.0,1162,4405,67,0.199,Swipe ,Grocery,308.35,0,47,M,2,Uneducated,Unknown,NJ,91750,yes,no,no,cellular,Businessman,60730,2
715617333,Blue,150,1,94,21-05-2023,Week-21,Q2,2023,1438.3,0,4957,88,0.0,Swipe ,Fuel,743.55,0,51,M,2,Graduate,Single,CA,91750,no,yes,no,cellular,White-collar,87448,1
715622508,Blue,425,0,82,21-05-2023,Week-21,Q2,2023,7904.0,0,2094,32,0.0,Chip ,Food,188.46,0,55,F,2,Graduate,Unknown,NY,91750,no,no,no,unknown,Blue-collar,21465,3
715623483,Blue,150,1,110,21-05-2023,Week-21,Q2,2023,8567.0,1695,1457,41,0.198,Swipe ,Travel,422.53,0,45,F,5,Graduate,Married,NY,91750,no,yes,no,unknown,Blue-collar,14493,3
715624533,Blue,285,0,100,21-05-2023,Week-21,Q2,2023,5357.0,1272,7730,97,0.237,Swipe ,Fuel,1159.5,0,52,M,0,Uneducated,Unknown,NY,91750,yes,no,no,cellular,Businessman,107377,2
715625658,Blue,460,0,141,21-05-2023,Week-21,Q2,2023,4476.0,1492,4603,87,0.333,Chip ,Grocery,460.3,0,54,M,1,Graduate,Married,PA,91750,no,yes,no,cellular,Businessman,70519,3
715627833,Gold,420,0,82,21-05-2023,Week-21,Q2,2023,34516.0,1948,4539,75,0.056,Chip ,Travel,635.46,0,45,M,3,Post-Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,67774,3
715628733,Blue,415,1,98,21-05-2023,Week-21,Q2,2023,7587.0,0,3157,59,0.0,Swipe ,Fuel,410.41,0,51,F,1,High School,Married,CA,91750,no,no,no,cellular,Businessman,35139,1
715629783,Silver,460,0,148,21-05-2023,Week-21,Q2,2023,17905.0,980,4399,64,0.055,Swipe ,Bills,923.79,0,62,M,1,Graduate,Married,NJ,91750,no,yes,no,telephone,Govt,60411,1
715630983,Blue,320,1,115,21-05-2023,Week-21,Q2,2023,4598.0,0,6317,77,0.0,Swipe ,Food,568.53,0,46,M,3,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,100923,3
715636533,Blue,480,1,98,21-05-2023,Week-21,Q2,2023,3716.0,0,4833,73,0.0,Chip ,Grocery,1159.92,0,52,M,2,High School,Married,FL,91750,yes,no,no,cellular,Retirees,80000,2
715640358,Blue,290,0,128,21-05-2023,Week-21,Q2,2023,4112.0,768,1334,40,0.187,Swipe ,Entertainment,293.48,0,45,F,4,Unknown,Single,NJ,91750,no,no,no,unknown,Blue-collar,12087,2
715644633,Blue,440,1,102,21-05-2023,Week-21,Q2,2023,1528.0,820,5212,88,0.537,Swipe ,Grocery,1511.48,0,47,M,3,Unknown,Single,TX,91750,no,no,yes,cellular,Govt,95970,3
715645908,Gold,175,1,73,21-05-2023,Week-21,Q2,2023,34516.0,0,8480,71,0.0,Chip ,Grocery,2289.6,0,46,M,3,Graduate,Single,NJ,91750,no,no,no,unknown,Blue-collar,114708,2
715649358,Blue,150,0,100,21-05-2023,Week-21,Q2,2023,3879.0,0,7786,81,0.0,Online ,Bills,778.6,0,63,M,0,Graduate,Single,FL,91750,no,yes,no,cellular,Blue-collar,107905,3
715650783,Blue,190,1,77,21-05-2023,Week-21,Q2,2023,4499.0,0,4906,75,0.0,Swipe ,Fuel,1226.5,0,48,M,3,High School,Married,PA,91750,no,yes,no,cellular,Retirees,84815,3
715651833,Blue,385,1,115,21-05-2023,Week-21,Q2,2023,2351.0,0,1593,35,0.0,Swipe ,Grocery,159.3,0,55,F,1,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,14975,1
715655283,Blue,225,1,115,21-05-2023,Week-21,Q2,2023,2363.0,1495,4420,65,0.633,Swipe ,Food,353.6,0,27,M,0,Uneducated,Single,CA,91750,no,no,no,cellular,Govt,61448,2
715657833,Blue,385,0,115,21-05-2023,Week-21,Q2,2023,1438.3,787,4956,89,0.547,Swipe ,Food,396.48,0,57,M,4,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,87357,1
715659333,Blue,300,0,113,21-05-2023,Week-21,Q2,2023,4902.0,2517,4508,69,0.513,Chip ,Fuel,631.12,0,43,M,1,High School,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,65805,3
715660308,Blue,270,1,153,21-05-2023,Week-21,Q2,2023,2921.0,2412,2612,33,0.826,Swipe ,Fuel,313.44,0,50,F,2,Unknown,Married,CA,91750,no,no,no,cellular,White-collar,30668,3
715662258,Blue,245,1,108,21-05-2023,Week-21,Q2,2023,2454.0,2060,3777,75,0.839,Swipe ,Fuel,717.63,0,60,M,1,High School,Single,TX,91750,no,yes,yes,cellular,Blue-collar,41944,1
715663458,Blue,450,0,92,21-05-2023,Week-21,Q2,2023,2268.0,651,5016,88,0.287,Swipe ,Food,1103.52,0,52,M,2,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,90060,3
715664808,Blue,250,0,81,21-05-2023,Week-21,Q2,2023,34516.0,0,2427,51,0.0,Chip ,Fuel,266.97,0,53,F,1,Uneducated,Single,CA,91750,no,yes,no,unknown,Blue-collar,27286,1
715670058,Blue,245,0,114,21-05-2023,Week-21,Q2,2023,34516.0,1662,3806,76,0.048,Chip ,Food,875.38,0,39,F,4,Graduate,Married,NY,91750,yes,no,no,unknown,Blue-collar,42435,3
715671183,Blue,250,1,70,21-05-2023,Week-21,Q2,2023,6824.0,2517,9045,67,0.369,Chip ,Travel,542.7,0,39,M,1,Unknown,Single,NY,91750,no,yes,no,cellular,White-collar,117796,2
715672458,Blue,300,1,99,21-05-2023,Week-21,Q2,2023,2721.0,1264,4557,71,0.465,Swipe ,Bills,1139.25,0,52,M,3,Graduate,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,68564,3
715674483,Blue,320,0,155,21-05-2023,Week-21,Q2,2023,6205.0,2517,1204,19,0.406,Swipe ,Travel,108.36,0,30,F,1,Uneducated,Single,FL,91750,yes,no,no,cellular,Selfemployeed,9535,3
715675458,Blue,355,1,102,21-05-2023,Week-21,Q2,2023,6346.0,578,3837,85,0.091,Chip ,Grocery,805.77,0,53,F,1,Graduate,Single,VA,91750,no,no,no,unknown,Blue-collar,43367,2
715679733,Blue,435,1,84,21-05-2023,Week-21,Q2,2023,1736.0,1513,3462,67,0.872,Chip ,Travel,519.3,0,45,F,2,Post-Graduate,Married,TX,91750,yes,yes,no,cellular,Businessman,37658,2
715680933,Blue,375,1,62,21-05-2023,Week-21,Q2,2023,17742.0,1463,3369,55,0.082,Swipe ,Bills,977.01,0,53,F,5,Unknown,Married,NY,91750,yes,no,no,cellular,White-collar,36758,3
715682208,Blue,225,1,40,21-05-2023,Week-21,Q2,2023,9549.0,0,4629,76,0.0,Swipe ,Grocery,555.48,0,41,M,3,High School,Married,TX,91750,no,yes,no,cellular,White-collar,71784,2
715684308,Blue,245,1,78,21-05-2023,Week-21,Q2,2023,4008.0,1636,1395,43,0.408,Swipe ,Bills,153.45,0,35,F,2,High School,Married,CA,91750,no,no,no,unknown,Blue-collar,13249,3
715686183,Blue,200,0,137,21-05-2023,Week-21,Q2,2023,2711.0,0,4795,65,0.0,Chip ,Entertainment,623.35,0,51,M,2,Uneducated,Married,NY,91750,no,no,no,telephone,Businessman,78566,2
715688958,Blue,450,1,87,21-05-2023,Week-21,Q2,2023,2736.0,2043,4550,84,0.747,Swipe ,Grocery,1001.0,0,46,M,2,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,68328,2
715690908,Silver,250,1,114,21-05-2023,Week-21,Q2,2023,12222.0,1260,3418,78,0.103,Swipe ,Grocery,444.34,0,35,F,2,High School,Married,NY,91750,no,yes,no,cellular,Blue-collar,37179,3
715691808,Blue,220,1,71,21-05-2023,Week-21,Q2,2023,7764.0,621,3955,72,0.08,Chip ,Bills,355.95,0,45,M,2,Graduate,Single,TX,91750,yes,no,no,cellular,Retirees,46080,1
715694433,Blue,125,0,96,21-05-2023,Week-21,Q2,2023,4248.0,1177,13958,116,0.277,Swipe ,Fuel,4047.82,0,55,F,2,Unknown,Married,NJ,91750,no,yes,no,cellular,Businessman,147209,1
715698633,Blue,250,0,121,21-05-2023,Week-21,Q2,2023,5093.0,2376,2341,57,0.467,Swipe ,Grocery,491.61,0,56,F,1,Graduate,Married,FL,91750,yes,no,no,cellular,White-collar,25928,1
715699983,Blue,125,1,107,21-05-2023,Week-21,Q2,2023,9226.0,1233,1626,29,0.134,Swipe ,Bills,260.16,0,44,F,2,Doctorate,Single,NY,91750,no,no,no,cellular,Selfemployeed,14975,1
715701033,Blue,340,0,170,21-05-2023,Week-21,Q2,2023,2111.0,1761,2112,46,0.834,Swipe ,Food,316.8,0,42,F,2,Uneducated,Single,NY,91750,no,no,no,cellular,Blue-collar,21674,1
715702758,Blue,460,1,93,21-05-2023,Week-21,Q2,2023,1860.0,0,1731,29,0.0,Swipe ,Bills,173.1,0,42,F,2,Doctorate,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975,3
715705683,Blue,250,1,92,21-05-2023,Week-21,Q2,2023,1936.0,1101,4578,70,0.569,Chip ,Entertainment,1052.94,0,48,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,69340,1
715708308,Blue,340,1,77,21-05-2023,Week-21,Q2,2023,2112.0,1594,1338,29,0.755,Swipe ,Bills,173.94,0,50,F,3,High School,Single,CA,91750,yes,yes,yes,unknown,Blue-collar,12136,3
715710708,Blue,460,0,116,21-05-2023,Week-21,Q2,2023,18085.0,747,4583,76,0.041,Chip ,Entertainment,549.96,0,46,M,4,Graduate,Married,FL,91750,no,no,no,cellular,Businessman,69542,1
715713408,Gold,410,1,92,21-05-2023,Week-21,Q2,2023,15987.0,0,15853,117,0.0,Chip ,Food,4121.78,0,34,M,4,Uneducated,Single,MI,91750,no,yes,yes,cellular,Businessman,224372,1
715714458,Blue,125,0,127,21-05-2023,Week-21,Q2,2023,4446.0,0,8753,76,0.0,Chip ,Entertainment,1838.13,0,49,M,3,Uneducated,Single,IL,91750,yes,no,no,cellular,Blue-collar,116558,3
715716333,Blue,300,1,72,21-05-2023,Week-21,Q2,2023,18819.0,0,4273,87,0.0,Chip ,Entertainment,299.11,0,32,F,2,Post-Graduate,Married,NY,91750,yes,no,no,cellular,Govt,56079,1
715717608,Blue,195,1,77,21-05-2023,Week-21,Q2,2023,3189.0,0,4813,86,0.0,Chip ,Fuel,962.6,0,30,M,2,Graduate,Single,TX,91750,yes,no,no,telephone,White-collar,79460,3
715719033,Blue,450,1,136,21-05-2023,Week-21,Q2,2023,3317.0,2517,3772,74,0.759,Chip ,Grocery,716.68,0,59,M,0,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,41853,3
715720083,Blue,450,1,167,21-05-2023,Week-21,Q2,2023,13241.0,0,3157,76,0.0,Swipe ,Fuel,915.53,0,47,F,3,Unknown,Married,TX,91750,yes,yes,no,unknown,Govt,35155,2
715724808,Blue,300,1,104,21-05-2023,Week-21,Q2,2023,8051.0,2138,4370,83,0.266,Chip ,Grocery,830.3,0,38,F,2,Graduate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,59305,3
715725858,Blue,325,1,82,21-05-2023,Week-21,Q2,2023,2256.0,1346,4893,76,0.597,Swipe ,Fuel,880.74,0,47,M,4,Graduate,Married,TX,91750,yes,no,no,cellular,White-collar,84104,3
715728108,Platinum,245,1,114,21-05-2023,Week-21,Q2,2023,4548.0,1450,14330,131,0.319,Swipe ,Bills,1862.9,0,49,M,1,Doctorate,Married,OR,91750,no,yes,no,cellular,Businessman,164308,1
715729683,Silver,365,0,116,21-05-2023,Week-21,Q2,2023,34516.0,1106,7936,76,0.032,Online ,Bills,1984.0,0,41,M,4,Uneducated,Single,CA,91750,yes,no,no,cellular,Govt,109276,2
715731033,Blue,200,0,105,21-05-2023,Week-21,Q2,2023,33996.0,949,3569,77,0.028,Swipe ,Fuel,927.94,0,50,F,3,High School,Single,CA,91750,yes,no,no,unknown,Blue-collar,38936,3
715732533,Blue,460,0,47,21-05-2023,Week-21,Q2,2023,9375.0,1625,2108,51,0.173,Chip ,Fuel,295.12,0,57,F,2,Post-Graduate,Married,TX,91750,yes,yes,no,cellular,Govt,21604,2
715735233,Blue,220,1,65,21-05-2023,Week-21,Q2,2023,3449.0,1598,1679,42,0.463,Swipe ,Bills,335.8,0,38,F,2,High School,Married,IA,91750,no,no,no,cellular,Selfemployeed,14975,3
715736283,Blue,150,0,83,21-05-2023,Week-21,Q2,2023,1912.0,0,4666,98,0.0,Swipe ,Fuel,373.28,0,43,M,4,Doctorate,Unknown,CA,91750,yes,yes,yes,cellular,Businessman,73446,2
715737258,Blue,415,1,118,21-05-2023,Week-21,Q2,2023,2225.0,0,4917,84,0.0,Chip ,Entertainment,344.19,0,48,M,4,High School,Married,NY,91750,no,yes,no,cellular,Blue-collar,85398,3
715739733,Blue,300,0,124,21-05-2023,Week-21,Q2,2023,1793.0,1141,5293,88,0.636,Chip ,Food,846.88,1,48,M,3,Graduate,Single,VA,91750,yes,no,no,cellular,Businessman,97374,1
715742658,Blue,475,0,99,21-05-2023,Week-21,Q2,2023,6077.0,1421,12489,97,0.234,Swipe ,Fuel,1873.35,1,55,M,3,Uneducated,Single,NJ,91750,no,yes,yes,cellular,White-collar,119715,3
715745508,Blue,125,1,117,21-05-2023,Week-21,Q2,2023,11221.0,1279,1564,45,0.114,Swipe ,Bills,281.52,1,44,F,2,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,14975,1
715746633,Blue,465,1,75,21-05-2023,Week-21,Q2,2023,5577.0,689,4256,70,0.124,Swipe ,Bills,425.6,1,39,M,2,Uneducated,Single,NY,91750,yes,no,no,cellular,White-collar,55492,3
715749108,Gold,150,0,79,21-05-2023,Week-21,Q2,2023,34516.0,2429,3205,57,0.07,Online ,Grocery,192.3,1,50,F,2,Unknown,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,35508,3
715749858,Blue,250,1,115,21-05-2023,Week-21,Q2,2023,4726.0,1380,1723,31,0.292,Swipe ,Entertainment,482.44,1,45,F,3,High School,Single,CA,91750,no,no,no,unknown,Selfemployeed,14975,3
715750758,Blue,300,1,80,21-05-2023,Week-21,Q2,2023,9031.0,1535,1602,35,0.17,Swipe ,Bills,320.4,1,50,F,4,Post-Graduate,Married,FL,91750,yes,no,no,unknown,Selfemployeed,14975,3
715754133,Blue,190,0,83,21-05-2023,Week-21,Q2,2023,3391.0,1359,13212,107,0.401,Swipe ,Grocery,1056.96,1,36,M,4,Graduate,Single,NY,91750,yes,no,no,cellular,Businessman,127035,3
715756683,Blue,95,0,98,21-05-2023,Week-21,Q2,2023,14804.0,1696,15237,111,0.115,Chip ,Travel,3047.4,1,47,M,3,Graduate,Married,TX,91750,yes,no,no,cellular,Businessman,207738,1
715759458,Blue,345,0,136,21-05-2023,Week-21,Q2,2023,12165.0,0,4066,74,0.0,Online ,Entertainment,650.56,0,48,F,2,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,49316,1
715760733,Blue,175,0,150,21-05-2023,Week-21,Q2,2023,7803.0,1885,1199,25,0.242,Swipe ,Entertainment,95.92,0,54,F,3,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,9535,3
715762083,Silver,100,1,90,21-05-2023,Week-21,Q2,2023,30501.0,2030,2525,45,0.067,Chip ,Food,378.75,0,48,F,2,Unknown,Married,FL,91750,no,no,no,cellular,Govt,29154,3
715764483,Blue,175,1,134,21-05-2023,Week-21,Q2,2023,7202.0,974,1397,33,0.135,Swipe ,Entertainment,237.49,0,54,F,3,Doctorate,Single,CA,91750,yes,no,no,cellular,Blue-collar,13257,2
715765758,Blue,415,1,68,21-05-2023,Week-21,Q2,2023,1438.3,814,4217,72,0.566,Swipe ,Grocery,337.36,0,44,M,3,Graduate,Single,TX,91750,yes,no,no,telephone,White-collar,53915,3
715767033,Blue,405,1,70,21-05-2023,Week-21,Q2,2023,1438.3,0,4919,83,0.0,Chip ,Bills,1328.13,0,40,M,2,Graduate,Married,NJ,91750,yes,no,no,cellular,Govt,85510,1
715769958,Blue,460,0,73,21-05-2023,Week-21,Q2,2023,4855.0,1912,14969,104,0.394,Chip ,Entertainment,2095.66,0,52,F,3,Graduate,Unknown,CA,90250,yes,yes,no,cellular,Businessman,192227,3
715771608,Silver,430,0,76,21-05-2023,Week-21,Q2,2023,34516.0,1453,4147,76,0.042,Swipe ,Bills,373.23,0,55,F,4,Graduate,Married,FL,91750,yes,no,no,cellular,Blue-collar,51789,2
715773783,Blue,440,0,133,21-05-2023,Week-21,Q2,2023,4196.0,561,2558,38,0.134,Swipe ,Bills,486.02,0,37,F,3,Unknown,Married,NY,91750,yes,yes,no,unknown,Retirees,29675,3
715774833,Blue,335,1,40,21-05-2023,Week-21,Q2,2023,1801.0,940,3797,74,0.522,Chip ,Entertainment,835.34,0,50,M,2,Uneducated,Married,TX,91750,yes,yes,no,cellular,Businessman,42332,3
715776033,Blue,455,1,88,21-05-2023,Week-21,Q2,2023,3135.0,0,4116,68,0.0,Chip ,Bills,1029.0,0,35,M,2,High School,Unknown,CA,91750,no,no,no,cellular,White-collar,50702,3
715778358,Blue,420,1,157,21-05-2023,Week-21,Q2,2023,34516.0,797,3643,59,0.023,Swipe ,Grocery,1056.47,0,37,M,2,Graduate,Married,TX,91750,yes,yes,yes,unknown,Selfemployeed,39721,3
715779333,Blue,125,1,91,21-05-2023,Week-21,Q2,2023,4753.0,0,3895,71,0.0,Chip ,Fuel,428.45,0,47,M,2,Graduate,Single,CA,91750,no,yes,no,cellular,Businessman,44645,3
715783758,Blue,495,0,41,21-05-2023,Week-21,Q2,2023,25188.0,1295,1513,38,0.051,Swipe ,Bills,257.21,0,45,F,4,High School,Married,NJ,91750,yes,yes,no,telephone,Selfemployeed,14975,3
715784808,Blue,295,0,105,21-05-2023,Week-21,Q2,2023,2576.0,1678,3913,86,0.651,Swipe ,Fuel,665.21,0,50,F,3,High School,Married,CA,91701,no,yes,no,cellular,Retirees,45156,1
715785933,Blue,195,0,74,21-05-2023,Week-21,Q2,2023,3380.0,1655,1636,58,0.49,Swipe ,Entertainment,196.32,0,33,F,2,High School,Single,FL,91750,no,no,no,telephone,Selfemployeed,14975,2
715797783,Blue,125,1,94,21-05-2023,Week-21,Q2,2023,2697.0,1863,4615,81,0.691,Swipe ,Grocery,969.15,0,63,M,2,Graduate,Married,NY,91750,no,yes,no,telephone,White-collar,71035,1
715798608,Blue,200,1,84,21-05-2023,Week-21,Q2,2023,4244.0,1066,4016,89,0.251,Swipe ,Fuel,240.96,0,60,F,1,Post-Graduate,Single,NY,91750,yes,no,no,telephone,Businessman,47695,3
715799808,Blue,475,1,94,21-05-2023,Week-21,Q2,2023,3764.0,0,6574,69,0.0,Swipe ,Food,1643.5,0,39,M,4,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,101147,3
715800708,Blue,100,0,92,21-05-2023,Week-21,Q2,2023,3955.0,2000,1560,43,0.506,Swipe ,Entertainment,218.4,0,26,F,0,Unknown,Unknown,NY,91750,yes,no,no,cellular,Selfemployeed,14975,3
715803933,Blue,455,1,107,21-05-2023,Week-21,Q2,2023,9090.0,1371,4422,65,0.151,Swipe ,Bills,530.64,0,39,M,2,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,61652,2
715805133,Blue,150,1,81,21-05-2023,Week-21,Q2,2023,2705.0,1581,5532,81,0.584,Swipe ,Travel,497.88,0,35,M,3,Graduate,Married,FL,91750,no,yes,no,cellular,Blue-collar,99987,1
715807383,Blue,275,0,116,21-05-2023,Week-21,Q2,2023,4688.0,0,5248,89,0.0,Swipe ,Food,1521.92,0,35,M,5,Uneducated,Married,NY,91750,yes,yes,no,cellular,White-collar,96955,3
715808808,Blue,150,0,146,21-05-2023,Week-21,Q2,2023,7469.0,1216,13614,104,0.163,Chip ,Fuel,1905.96,0,44,M,3,Graduate,Married,NY,91750,no,yes,no,cellular,White-collar,134557,3
715812258,Blue,325,1,154,21-05-2023,Week-21,Q2,2023,12518.0,1539,1165,33,0.123,Swipe ,Bills,209.7,0,30,F,0,High School,Single,TX,91750,no,yes,no,unknown,Selfemployeed,8250,1
715814433,Blue,245,0,73,21-05-2023,Week-21,Q2,2023,5877.0,1160,3565,83,0.197,Chip ,Fuel,427.8,0,45,F,2,Unknown,Single,CA,91750,yes,no,no,cellular,Govt,38885,2
715815783,Blue,245,0,100,21-05-2023,Week-21,Q2,2023,3429.0,0,4591,85,0.0,Swipe ,Entertainment,367.28,0,41,M,4,Graduate,Married,TX,91750,no,no,no,cellular,Retirees,69939,1
715821183,Blue,245,1,118,21-05-2023,Week-21,Q2,2023,7102.0,0,4083,68,0.0,Chip ,Entertainment,326.64,0,45,F,2,Graduate,Single,NY,91750,no,yes,no,unknown,White-collar,49780,2
715822008,Blue,390,1,84,21-05-2023,Week-21,Q2,2023,3568.0,2175,1913,35,0.61,Swipe ,Fuel,172.17,0,53,F,0,Graduate,Single,NY,91750,yes,yes,no,cellular,Govt,18370,3
715824108,Blue,175,0,101,21-05-2023,Week-21,Q2,2023,3773.0,1291,4697,75,0.342,Swipe ,Bills,1174.25,0,48,M,5,Unknown,Single,FL,91750,yes,no,no,cellular,Retirees,74537,2
715825458,Blue,220,0,81,21-05-2023,Week-21,Q2,2023,12933.0,2239,6564,56,0.173,Chip ,Fuel,1772.28,0,38,M,2,Graduate,Married,NY,91750,no,no,no,cellular,Businessman,101108,1
715827858,Blue,195,1,43,21-05-2023,Week-21,Q2,2023,2822.0,2173,1218,23,0.77,Swipe ,Bills,341.04,0,40,F,3,High School,Married,NJ,91750,yes,no,no,unknown,Selfemployeed,10205,3
715829358,Blue,320,0,93,21-05-2023,Week-21,Q2,2023,2874.0,2517,4794,88,0.876,Swipe ,Entertainment,767.04,0,33,M,2,High School,Single,NY,91750,no,no,no,cellular,White-collar,78555,2
715830558,Blue,405,1,79,21-05-2023,Week-21,Q2,2023,34516.0,397,7454,81,0.012,Swipe ,Grocery,745.4,0,35,M,2,High School,Married,FL,91750,no,yes,no,cellular,Retirees,103731,1
715832058,Blue,365,1,104,21-05-2023,Week-21,Q2,2023,4512.0,1172,14414,98,0.26,Swipe ,Food,864.84,0,52,M,2,Uneducated,Single,CA,90250,no,no,yes,cellular,White-collar,167628,1
715839708,Blue,360,0,83,21-05-2023,Week-21,Q2,2023,34516.0,2452,7111,82,0.071,Swipe ,Travel,1635.53,0,50,M,1,Graduate,Married,CA,91750,no,no,no,unknown,Businessman,101790,1
715842183,Blue,465,1,59,21-05-2023,Week-21,Q2,2023,1514.0,745,4004,69,0.492,Swipe ,Travel,320.32,0,58,M,1,High School,Married,NJ,91750,no,no,no,cellular,Businessman,47330,2
715843533,Blue,435,0,97,21-05-2023,Week-21,Q2,2023,2703.0,1256,2111,29,0.465,Swipe ,Entertainment,443.31,0,48,F,4,Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,21660,2
715844733,Blue,385,1,83,21-05-2023,Week-21,Q2,2023,2174.0,877,4596,71,0.403,Chip ,Bills,1240.92,0,59,M,2,Post-Graduate,Married,FL,91750,yes,yes,no,cellular,White-collar,70100,1
715847058,Blue,125,1,94,21-05-2023,Week-21,Q2,2023,1863.0,1853,2462,40,0.995,Swipe ,Bills,664.74,0,36,F,2,Graduate,Married,NY,91750,yes,yes,yes,cellular,White-collar,27982,1
715848408,Blue,360,1,83,21-05-2023,Week-21,Q2,2023,8851.0,0,1257,36,0.0,Online ,Bills,364.53,0,53,F,2,Graduate,Single,CA,91750,no,no,no,unknown,Blue-collar,10731,3
715849983,Blue,175,0,72,21-05-2023,Week-21,Q2,2023,2107.0,0,4007,82,0.0,Chip ,Entertainment,761.33,0,52,F,3,Uneducated,Single,CA,91750,yes,no,no,cellular,Selfemployeed,47455,2
715851333,Blue,395,0,129,21-05-2023,Week-21,Q2,2023,13804.0,1903,7376,97,0.138,Swipe ,Food,1032.64,0,48,M,2,Graduate,Married,TX,91750,yes,yes,yes,cellular,White-collar,103210,3
715855083,Blue,455,1,57,21-05-2023,Week-21,Q2,2023,19762.0,507,2793,67,0.026,Swipe ,Fuel,586.53,0,44,F,2,Doctorate,Married,TX,91750,no,yes,no,cellular,Businessman,32530,3
715856208,Blue,225,1,60,21-05-2023,Week-21,Q2,2023,1896.0,1119,4028,76,0.59,Chip ,Fuel,241.68,0,57,F,2,Unknown,Single,NY,91750,no,no,no,cellular,Retirees,48067,2
715857183,Blue,300,1,114,21-05-2023,Week-21,Q2,2023,4939.0,1296,2150,43,0.262,Online ,Grocery,559.0,0,48,F,4,Graduate,Married,NY,91750,yes,no,no,cellular,Govt,22529,1
715858008,Silver,365,1,80,21-05-2023,Week-21,Q2,2023,8061.0,2517,1224,31,0.312,Swipe ,Bills,208.08,0,53,F,1,High School,Married,FL,91750,no,no,no,cellular,Selfemployeed,10328,3
715859058,Blue,330,1,96,21-05-2023,Week-21,Q2,2023,3092.0,2165,1369,37,0.7,Swipe ,Food,383.32,0,49,F,2,Graduate,Married,FL,91750,no,no,yes,unknown,Selfemployeed,12568,3
715864983,Blue,150,1,119,21-05-2023,Week-21,Q2,2023,1978.0,0,4870,83,0.0,Swipe ,Grocery,1266.2,0,36,M,3,High School,Single,CA,91750,no,yes,no,cellular,Selfemployeed,82456,2
