Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
*********,57,F,3,Graduate,Single,CA,90275,yes,yes,yes,unknown,Businessman,184660,1
*********,37,M,3,Post-Graduate,Single,FL,91750,no,no,no,telephone,Businessman,116406,3
*********,50,M,2,Graduate,Single,NY,91750,no,no,no,cellular,Govt,82397,1
*********,42,M,3,Graduate,Married,FL,91750,no,no,no,telephone,Retirees,66705,1
*********,44,M,2,Graduate,Unknown,NY,91750,no,no,yes,cellular,White-collar,92345,2
*********,49,M,0,Unknown,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,88873,1
*********,47,F,3,Unknown,Single,TX,91750,yes,yes,no,cellular,Businessman,208780,3
*********,52,M,0,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,78213,1
*********,38,F,3,High School,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,55305,1
*********,45,F,5,Unknown,Single,NY,91750,yes,no,no,unknown,White-collar,29653,3
*********,43,F,3,Uneducated,Single,TX,91750,no,yes,no,cellular,White-collar,26467,2
*********,48,M,1,Graduate,Single,CA,91750,yes,no,no,cellular,Businessman,98647,3
*********,48,M,3,Unknown,Unknown,NY,91750,no,yes,no,cellular,Blue-collar,50975,3
*********,41,M,4,Graduate,Married,FL,91750,yes,yes,no,cellular,White-collar,115089,3
*********,51,F,2,Post-Graduate,Single,CA,91750,no,yes,no,unknown,Selfemployeed,16167,2
*********,55,F,3,Unknown,Single,NY,91750,no,yes,no,unknown,Selfemployeed,17459,3
*********,46,F,2,Unknown,Married,CA,91750,yes,yes,no,unknown,Govt,24236,2
*********,53,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,33010,1
*********,44,M,2,Doctorate,Married,TX,91750,no,yes,no,cellular,Govt,102269,3
*********,42,F,4,Graduate,Single,CA,91750,no,no,no,cellular,Businessman,31079,3
*********,47,F,3,Uneducated,Married,CA,91750,yes,no,no,cellular,Retirees,26123,3
*********,50,M,2,Uneducated,Single,CA,91750,no,no,no,cellular,Businessman,72285,3
*********,48,F,3,High School,Single,NY,91750,no,yes,no,telephone,Blue-collar,13778,3
*********,39,M,3,Unknown,Single,NJ,91750,no,no,no,unknown,Businessman,100142,3
*********,52,F,1,High School,Single,CA,91750,yes,no,no,cellular,Blue-collar,22367,3
*********,44,M,2,High School,Single,NY,91750,yes,no,no,cellular,Businessman,98703,1
*********,43,M,4,Uneducated,Married,TX,91750,yes,no,no,cellular,Businessman,67658,3
*********,46,M,3,Doctorate,Married,CA,91750,yes,yes,no,cellular,Blue-collar,100808,1
*********,55,F,1,Graduate,Single,FL,91750,no,yes,no,unknown,Businessman,236967,3
*********,64,F,0,Graduate,Married,NJ,91750,yes,no,no,telephone,Retirees,19534,2
*********,57,M,1,Unknown,Single,CA,91750,yes,yes,no,cellular,White-collar,67847,1
*********,58,F,2,Graduate,Married,NY,91750,yes,no,no,cellular,Retirees,26403,3
*********,47,F,3,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,40481,3
*********,44,M,3,Unknown,Married,TX,91750,no,yes,no,cellular,Selfemployeed,44818,3
*********,42,F,4,Unknown,Married,CA,91750,no,yes,yes,cellular,Govt,36163,3
*********,63,F,1,Unknown,Single,CA,91750,yes,no,no,cellular,Blue-collar,35902,1
*********,32,F,0,High School,Married,FL,91750,no,yes,no,telephone,Retirees,42623,3
*********,33,M,1,Uneducated,Single,FL,91750,yes,yes,no,cellular,White-collar,60168,2
*********,53,F,3,Unknown,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,14975,2
*********,40,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Blue-collar,63096,1
*********,37,F,3,High School,Unknown,CA,91750,no,no,no,cellular,Businessman,18527,3
*********,53,F,3,High School,Unknown,NY,91750,yes,no,no,cellular,Govt,30509,1
*********,44,F,2,Uneducated,Single,NY,91750,no,yes,no,cellular,Selfemployeed,13575,3
*********,42,F,3,Uneducated,Married,CA,91750,no,no,no,unknown,White-collar,24974,1
*********,52,F,2,Doctorate,Married,MA,91750,no,no,no,cellular,Selfemployeed,55855,2
*********,57,M,2,Uneducated,Single,NY,91750,yes,no,no,cellular,White-collar,96616,1
*********,53,M,4,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,70065,3
*********,44,F,2,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,56740,3
*********,63,M,1,Unknown,Married,NY,91750,yes,yes,no,cellular,Businessman,63708,3
*********,45,M,5,Doctorate,Married,NJ,91750,no,no,no,cellular,Businessman,182190,1
*********,36,F,4,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,38781,1
*********,40,F,3,High School,Married,NY,91750,no,yes,no,cellular,Businessman,42538,3
*********,37,M,3,Uneducated,Single,AZ,90025,no,yes,no,cellular,Blue-collar,71845,3
*********,56,F,4,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975,3
*********,41,M,4,Graduate,Single,IL,91750,no,no,no,cellular,Businessman,176452,1
*********,51,F,3,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,38022,1
*********,26,F,0,Unknown,Single,FL,91750,no,no,no,unknown,Selfemployeed,14975,2
*********,39,F,3,High School,Single,CA,91750,no,yes,no,cellular,Businessman,56348,2
*********,39,F,2,Unknown,Single,NY,91750,yes,no,no,cellular,Govt,54382,1
*********,63,M,0,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,61398,1
*********,49,F,1,Graduate,Married,CA,91750,no,no,yes,cellular,Businessman,46513,1
*********,45,F,4,Graduate,Single,NY,91750,no,no,no,unknown,Selfemployeed,39519,3
*********,46,F,4,Graduate,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,55666,2
*********,35,F,2,Uneducated,Single,CA,91750,yes,no,no,telephone,Selfemployeed,32129,3
*********,47,F,1,High School,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975,1
*********,41,M,5,Unknown,Single,NY,91750,no,yes,no,cellular,Blue-collar,94894,2
*********,49,M,3,Graduate,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,65254,3
*********,53,M,1,High School,Single,TX,91750,no,yes,yes,cellular,Govt,92331,3
*********,46,F,2,Graduate,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,18350,2
*********,39,M,4,Graduate,Single,CA,91750,no,yes,no,telephone,Businessman,60744,3
*********,43,F,5,Graduate,Married,NY,91750,no,no,no,cellular,Govt,18373,1
*********,49,F,2,High School,Married,NY,91750,no,no,no,unknown,Businessman,215985,1
*********,33,M,3,High School,Married,TX,91750,yes,no,no,cellular,Selfemployeed,81670,3
*********,48,M,3,Post-Graduate,Married,NV,91750,no,yes,no,cellular,Selfemployeed,65364,2
*********,55,F,2,Doctorate,Married,CA,91750,no,no,no,cellular,Selfemployeed,6550,2
*********,47,M,1,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,105420,2
*********,54,M,3,Post-Graduate,Single,CA,91750,no,no,no,cellular,Retirees,100463,1
*********,26,M,0,Graduate,Single,FL,91750,no,yes,no,cellular,Selfemployeed,14975,1
*********,46,F,3,High School,Single,IA,91750,no,no,no,cellular,Selfemployeed,36428,3
*********,44,M,4,Graduate,Unknown,CA,90026,yes,yes,no,cellular,Businessman,208370,1
*********,52,F,4,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,2565,3
*********,57,F,3,Graduate,Unknown,NY,91750,yes,no,no,cellular,Govt,56612,1
*********,39,F,2,Graduate,Single,NY,91750,no,yes,no,cellular,Businessman,53932,2
*********,50,F,2,Unknown,Married,NJ,91750,yes,no,no,unknown,Selfemployeed,14975,1
*********,61,F,1,Graduate,Single,TX,91750,no,yes,no,unknown,Retirees,16908,1
*********,47,F,5,Graduate,Married,FL,91750,no,yes,yes,cellular,Blue-collar,13328,1
*********,46,F,1,Uneducated,Married,FL,91750,no,yes,no,cellular,Selfemployeed,24646,2
*********,44,F,3,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,33215,2
*********,46,M,4,Graduate,Married,TX,91750,no,yes,no,cellular,Retirees,68012,3
*********,45,F,3,Graduate,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,18751,2
*********,52,F,2,Post-Graduate,Single,TX,91750,no,yes,no,cellular,Govt,35756,2
*********,46,M,2,Unknown,Married,NJ,91750,no,no,no,cellular,Govt,109064,2
*********,46,M,2,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,65213,3
*********,60,F,1,High School,Married,TX,91750,no,yes,no,unknown,White-collar,33130,3
*********,51,F,1,Graduate,Married,NJ,91750,no,no,no,telephone,Govt,46622,2
*********,60,M,1,Graduate,Single,TX,91750,yes,yes,no,cellular,Blue-collar,56365,1
*********,37,M,3,Unknown,Married,FL,91750,yes,yes,no,cellular,White-collar,74427,2
*********,48,M,4,Uneducated,Single,CA,91750,no,no,no,cellular,Govt,49976,1
*********,53,M,3,Uneducated,Married,FL,91750,no,yes,no,cellular,White-collar,83269,1
*********,47,F,1,High School,Single,CA,91750,no,yes,no,cellular,White-collar,33122,1
*********,51,M,1,High School,Married,CA,91750,yes,yes,no,unknown,Retirees,31187,2
*********,57,F,2,Unknown,Single,NV,91750,no,yes,no,cellular,Selfemployeed,34330,1
*********,48,F,2,Unknown,Single,TX,91750,yes,yes,yes,cellular,Retirees,23631,1
*********,43,M,4,High School,Single,FL,91750,no,no,no,cellular,Retirees,68721,1
*********,55,F,1,High School,Single,TX,91750,yes,no,no,unknown,Selfemployeed,11905,3
*********,35,F,0,Graduate,Married,CA,91750,no,no,no,telephone,Businessman,32875,2
*********,44,M,3,Graduate,Married,TX,91750,yes,no,yes,cellular,Blue-collar,73815,3
*********,48,M,4,Uneducated,Married,NJ,91750,no,no,no,cellular,Govt,117348,2
*********,37,F,3,Graduate,Single,CA,91750,no,yes,no,unknown,Blue-collar,14071,1
*********,38,M,2,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,52785,2
*********,50,F,2,Graduate,Married,TX,91750,no,yes,no,unknown,Retirees,37987,3
*********,49,M,0,High School,Single,CA,91750,no,no,no,unknown,Govt,111291,2
*********,34,F,2,Graduate,Single,TX,91750,no,no,yes,cellular,Businessman,29467,3
*********,38,M,3,Graduate,Married,NJ,91750,no,no,no,cellular,Govt,77996,2
*********,45,F,2,Graduate,Single,FL,91750,no,no,yes,cellular,Govt,29950,3
*********,40,M,3,Graduate,Married,CA,91750,no,no,no,cellular,Govt,79061,3
*********,31,F,0,Graduate,Married,CA,91750,no,no,no,cellular,Govt,29828,2
*********,42,F,2,Unknown,Single,NY,91750,yes,yes,no,cellular,Businessman,191335,2
*********,45,F,3,High School,Single,CA,91750,yes,no,yes,cellular,Govt,55463,3
*********,53,M,3,Graduate,Single,NY,91750,yes,no,no,unknown,Businessman,235596,2
*********,30,M,0,Unknown,Single,FL,91750,no,no,no,cellular,Govt,42395,2
*********,52,F,1,High School,Married,TX,91750,yes,no,no,cellular,Govt,57229,2
*********,50,F,2,Graduate,Single,FL,91750,yes,no,no,cellular,Businessman,55309,3
*********,53,F,0,Graduate,Single,NY,91750,no,no,no,telephone,Retirees,21786,1
*********,55,F,3,Graduate,Single,CA,91750,no,yes,yes,cellular,Businessman,55344,2
*********,36,M,2,Graduate,Married,NY,91750,yes,yes,no,cellular,Blue-collar,40077,3
*********,57,M,1,Graduate,Single,TX,91750,yes,no,no,cellular,Retirees,63218,2
*********,32,M,1,Graduate,Single,TX,91750,yes,yes,no,cellular,White-collar,56412,2
*********,42,M,4,Graduate,Unknown,CA,91750,no,no,no,cellular,Govt,79832,2
*********,36,M,4,Post-Graduate,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,19249,1
*********,43,M,2,Uneducated,Single,GA,91750,no,yes,no,telephone,White-collar,69583,3
*********,36,F,5,Graduate,Married,NY,91750,no,no,no,unknown,Blue-collar,13296,3
*********,49,F,1,Graduate,Married,TX,91750,no,no,no,cellular,White-collar,30789,3
*********,43,F,4,Graduate,Unknown,CA,91750,no,yes,yes,cellular,Businessman,23084,1
*********,32,M,1,High School,Married,FL,91750,no,yes,no,cellular,Blue-collar,70365,1
*********,53,M,4,Graduate,Single,NJ,91750,no,yes,yes,cellular,Selfemployeed,107681,1
*********,42,F,3,High School,Single,CA,91730,no,yes,no,cellular,Businessman,48970,3
*********,48,M,1,High School,Single,CA,91750,no,no,no,cellular,Govt,61211,3
*********,44,M,3,Unknown,Single,NY,91750,no,no,no,cellular,White-collar,71667,3
*********,26,F,1,Unknown,Single,FL,91750,yes,yes,yes,cellular,Govt,48609,3
*********,59,F,1,Graduate,Single,CA,91750,yes,no,yes,unknown,Blue-collar,14537,3
*********,46,M,4,Doctorate,Unknown,NV,91750,yes,yes,no,cellular,White-collar,76566,1
*********,53,F,2,Graduate,Married,NY,91750,yes,yes,no,cellular,Blue-collar,21197,3
*********,38,F,2,Graduate,Unknown,MO,91750,yes,yes,no,cellular,Businessman,25141,1
*********,50,M,3,Post-Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,62377,1
*********,48,F,3,Graduate,Single,TX,91750,yes,no,no,unknown,Blue-collar,12985,1
*********,43,M,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Govt,74968,3
*********,54,F,0,Uneducated,Married,NY,91750,no,yes,yes,cellular,White-collar,34499,2
*********,44,M,2,Uneducated,Single,TX,91750,no,yes,no,cellular,Govt,48074,3
*********,41,M,2,Uneducated,Single,TX,91750,no,yes,no,cellular,Businessman,126828,5
*********,49,M,3,Post-Graduate,Married,TX,91750,no,no,no,cellular,Businessman,83191,3
*********,56,F,5,Graduate,Single,NY,91750,yes,yes,no,unknown,Blue-collar,16308,3
*********,56,M,2,Doctorate,Married,IL,91750,yes,no,no,cellular,Govt,72089,5
*********,48,M,3,Graduate,Married,NY,91750,yes,no,no,cellular,White-collar,117822,3
*********,52,F,2,High School,Single,CA,91750,no,yes,no,unknown,Govt,35126,2
*********,51,F,1,High School,Married,NY,91750,no,no,no,cellular,Businessman,32804,5
*********,61,M,0,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,55182,5
*********,37,F,2,High School,Single,CA,91750,no,yes,no,cellular,Blue-collar,39388,2
*********,42,F,3,High School,Single,TX,91750,no,yes,yes,cellular,Retirees,25594,3
*********,37,M,1,Graduate,Single,NY,91750,yes,no,no,cellular,White-collar,92969,5
*********,45,F,4,Graduate,Single,CA,91750,no,no,no,cellular,Govt,16999,2
*********,37,F,3,High School,Single,NY,91750,no,yes,yes,unknown,Blue-collar,20287,5
*********,29,F,1,Unknown,Unknown,CA,91750,no,yes,no,cellular,Selfemployeed,14975,3
*********,21,M,2,Unknown,Married,TX,91750,yes,yes,no,unknown,White-collar,167714,5
*********,44,M,4,Unknown,Single,TX,91750,yes,no,no,cellular,Businessman,107382,2
*********,49,F,5,Graduate,Single,CA,91750,yes,yes,yes,cellular,White-collar,52498,3
*********,53,F,2,High School,Married,NJ,91750,no,no,no,cellular,Businessman,216587,5
*********,54,M,2,Uneducated,Single,NY,91750,no,no,no,cellular,Blue-collar,47540,3
*********,46,F,0,Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,14975,2
*********,52,F,2,Graduate,Married,MI,91750,no,yes,yes,cellular,Businessman,41791,2
*********,65,M,1,Uneducated,Married,NY,91750,no,no,no,cellular,Businessman,52403,5
*********,48,M,3,Doctorate,Married,FL,91750,yes,no,no,cellular,Businessman,114989,2
*********,42,F,4,Uneducated,Single,NY,91750,yes,no,no,cellular,Blue-collar,31323,3
*********,50,F,3,Uneducated,Married,CA,91750,yes,yes,yes,telephone,Selfemployeed,11204,2
*********,48,F,3,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,14975,3
*********,43,F,4,Graduate,Married,NV,91750,yes,no,no,unknown,White-collar,27379,3
*********,42,F,5,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,29647,3
*********,47,M,5,Unknown,Single,CA,91750,no,yes,no,cellular,Govt,76066,3
*********,46,M,3,Uneducated,Married,CA,91750,no,yes,no,unknown,Selfemployeed,30882,5
*********,40,M,2,High School,Single,CA,91750,no,no,no,cellular,Selfemployeed,55910,5
*********,40,F,1,Uneducated,Married,TX,91750,no,no,no,cellular,Selfemployeed,16814,2
*********,60,F,0,Doctorate,Married,NY,91750,no,yes,yes,unknown,Selfemployeed,14975,2
*********,53,F,2,High School,Single,TX,91750,yes,yes,no,cellular,Businessman,34117,2
*********,54,F,2,Graduate,Unknown,CA,91750,yes,no,no,cellular,Govt,31677,3
*********,48,M,3,Graduate,Married,CA,91750,no,no,no,cellular,Govt,77865,5
*********,45,F,3,High School,Married,TX,91750,no,yes,no,cellular,Selfemployeed,35130,2
*********,26,F,0,Unknown,Married,NY,91750,yes,no,no,cellular,Businessman,214227,5
*********,62,M,1,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,98919,2
*********,53,F,1,Graduate,Married,NY,91750,yes,no,no,cellular,Blue-collar,18647,3
*********,37,F,1,Graduate,Single,CA,91750,yes,no,no,telephone,White-collar,56033,2
*********,44,F,3,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,26399,2
*********,48,F,2,Uneducated,Married,TX,91750,yes,yes,no,cellular,Retirees,17884,5
*********,45,M,4,Graduate,Married,NY,91750,no,no,no,cellular,Businessman,81141,2
*********,46,F,2,Uneducated,Married,SC,91750,yes,yes,no,unknown,Selfemployeed,14975,3
*********,35,F,1,Graduate,Unknown,TX,91750,no,yes,no,cellular,Selfemployeed,14975,2
*********,31,M,1,Uneducated,Married,FL,91750,yes,yes,no,cellular,Blue-collar,46707,2
*********,52,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,45615,3
*********,54,M,1,Uneducated,Married,TX,91750,yes,yes,no,cellular,Businessman,152103,2
*********,42,F,4,Unknown,Married,NY,91750,yes,no,no,cellular,White-collar,22149,5
*********,55,M,1,High School,Married,NJ,91750,no,no,no,cellular,White-collar,103510,2
*********,40,M,4,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,78371,5
*********,41,M,4,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,108365,3
*********,50,F,1,Uneducated,Married,NY,91750,no,no,yes,cellular,Businessman,18723,5
*********,50,M,1,Unknown,Married,CA,90250,no,no,no,cellular,Businessman,152160,3
*********,44,F,4,Uneducated,Single,CA,91750,no,no,no,cellular,Govt,23329,3
*********,44,F,4,Graduate,Married,CA,91750,yes,yes,yes,cellular,Blue-collar,31904,2
*********,50,M,2,Graduate,Married,AK,99504,yes,yes,no,cellular,Businessman,109458,3
*********,38,F,3,High School,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,5
*********,36,F,4,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,14975,3
*********,42,M,3,Uneducated,Married,TX,91750,no,yes,no,cellular,Selfemployeed,58507,2
*********,37,F,1,Graduate,Single,CA,91750,yes,yes,no,cellular,Blue-collar,41477,3
*********,46,F,4,Uneducated,Married,FL,91750,no,no,no,cellular,Selfemployeed,20948,5
*********,38,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,19091,5
*********,57,F,2,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,35790,3
*********,58,M,4,High School,Married,TX,91750,yes,yes,no,cellular,Blue-collar,69196,3
*********,38,F,1,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,14866,3
*********,43,F,3,Unknown,Single,TX,91750,yes,no,yes,cellular,White-collar,25026,3
*********,49,M,4,Graduate,Unknown,NY,91750,no,no,no,unknown,Retirees,38164,2
*********,38,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,Businessman,36439,3
*********,52,M,1,Unknown,Married,TX,91750,no,yes,no,cellular,White-collar,46022,5
*********,36,F,2,Graduate,Single,CA,90302,no,no,no,unknown,Businessman,207170,3
*********,26,M,0,Graduate,Single,NY,91750,no,no,no,cellular,Govt,66732,2
*********,47,F,3,High School,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,14975,2
*********,40,F,3,Uneducated,Married,TX,91750,yes,yes,no,unknown,Businessman,200705,2
*********,33,F,3,Post-Graduate,Unknown,NY,91750,yes,yes,no,cellular,Selfemployeed,8250,2
*********,55,F,2,Unknown,Married,NY,91750,no,no,no,unknown,Selfemployeed,14975,3
*********,38,F,3,High School,Single,TX,91750,no,yes,no,unknown,Selfemployeed,14975,2
*********,56,M,2,Uneducated,Married,NY,91750,no,no,no,cellular,Govt,62614,5
*********,55,F,1,Unknown,Married,CA,91750,no,yes,no,cellular,Retirees,52804,5
*********,41,F,4,Uneducated,Single,NJ,91750,no,no,no,cellular,Retirees,19502,5
*********,41,M,4,High School,Unknown,CA,91750,no,no,no,cellular,Govt,98096,2
*********,44,F,3,Graduate,Single,UT,91750,no,no,no,cellular,Selfemployeed,24262,5
*********,64,F,1,Graduate,Single,NY,91750,no,yes,yes,unknown,White-collar,33837,3
*********,48,F,2,High School,Married,NY,91750,yes,no,no,cellular,Businessman,192767,5
*********,48,F,2,Graduate,Married,CA,91750,no,no,no,unknown,Selfemployeed,14975,2
*********,44,F,2,Uneducated,Married,CA,91750,no,no,no,cellular,Selfemployeed,14975,3
*********,46,M,2,Graduate,Unknown,TX,91750,no,no,no,cellular,Businessman,183952,5
*********,50,M,3,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,64319,2
*********,54,F,1,High School,Married,NY,91750,no,no,no,unknown,Selfemployeed,32211,5
*********,45,M,3,Post-Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,54387,5
*********,38,F,1,Post-Graduate,Single,NY,91750,no,no,yes,cellular,Govt,33007,5
*********,29,M,1,Graduate,Single,FL,91750,yes,no,no,cellular,Businessman,79065,5
*********,46,F,2,High School,Married,CA,91750,yes,no,no,cellular,Retirees,27817,2
*********,38,F,3,Graduate,Single,TX,91750,yes,yes,no,telephone,Govt,32579,1
*********,51,M,3,Doctorate,Married,NJ,91750,yes,no,no,telephone,Govt,106848,3
*********,44,M,2,High School,Unknown,TX,91750,yes,yes,no,cellular,Retirees,66487,3
*********,56,F,4,High School,Married,NJ,91750,no,no,no,cellular,Selfemployeed,41757,1
*********,50,F,4,High School,Married,CA,91750,no,yes,no,unknown,Selfemployeed,28621,3
*********,38,M,1,High School,Single,TX,91750,yes,yes,no,cellular,White-collar,122987,1
*********,54,F,1,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,1250,1
*********,41,M,4,High School,Married,CA,90025,no,no,no,telephone,Businessman,140176,2
*********,48,F,4,Graduate,Unknown,TX,91750,no,no,no,unknown,Businessman,35572,3
*********,58,F,0,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,48269,2
*********,40,F,4,High School,Married,CA,91750,yes,no,no,cellular,Retirees,20769,3
*********,54,M,1,Uneducated,Single,TX,91750,yes,no,no,cellular,Selfemployeed,77305,1
*********,54,F,1,High School,Single,TX,91750,yes,no,no,cellular,Businessman,22312,3
*********,40,M,3,Graduate,Single,SC,91750,no,no,no,cellular,Retirees,101039,2
*********,43,F,2,High School,Married,FL,91750,no,yes,no,telephone,Blue-collar,19118,1
*********,48,F,3,High School,Unknown,TX,91750,yes,yes,no,telephone,Govt,22715,3
*********,45,M,3,Graduate,Married,CA,91750,no,no,no,cellular,Businessman,50497,3
*********,53,F,1,High School,Married,TX,91750,no,yes,no,cellular,Businessman,53945,3
*********,54,M,2,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,66197,3
*********,51,M,2,Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,116832,1
*********,49,M,4,Uneducated,Single,TX,91750,yes,yes,no,telephone,Blue-collar,82060,2
*********,59,M,0,High School,Married,CA,91750,yes,no,yes,cellular,Businessman,79478,3
*********,61,F,0,Unknown,Unknown,NY,91750,yes,no,no,telephone,Selfemployeed,14975,1
*********,42,F,3,High School,Married,CA,91750,no,no,no,cellular,White-collar,43319,3
*********,35,F,2,Graduate,Married,NY,91750,yes,yes,no,cellular,Businessman,39684,1
*********,51,M,4,High School,Married,CA,91750,no,yes,no,cellular,Govt,105317,3
*********,38,F,3,Uneducated,Married,FL,91750,yes,no,no,cellular,Selfemployeed,15720,3
*********,39,M,2,Uneducated,Married,FL,91750,yes,yes,yes,cellular,White-collar,66172,3
*********,52,M,3,Unknown,Single,TX,91750,no,yes,no,cellular,Govt,105060,1
*********,39,F,4,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,32371,3
*********,37,M,3,High School,Single,CA,91750,no,no,no,cellular,Blue-collar,80663,3
*********,42,F,3,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,14975,2
*********,52,M,1,High School,Married,IA,91750,no,no,no,unknown,Businessman,155969,2
*********,45,F,3,High School,Married,NY,91750,yes,no,yes,cellular,White-collar,51632,3
*********,43,M,3,Graduate,Married,FL,91750,no,yes,yes,cellular,Businessman,114001,1
*********,61,F,0,Post-Graduate,Married,NJ,91750,yes,no,no,cellular,Govt,32782,3
*********,37,F,2,Uneducated,Single,CA,91750,yes,yes,no,cellular,Govt,36254,3
*********,38,F,2,Unknown,Married,TX,91750,no,no,no,cellular,Retirees,41146,1
*********,53,F,2,Graduate,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,2565,3
*********,31,F,0,Graduate,Married,CA,91750,yes,yes,no,unknown,Retirees,19681,2
*********,49,F,3,Graduate,Unknown,CA,91750,yes,no,no,cellular,Businessman,42671,1
*********,44,F,1,Unknown,Married,FL,91750,no,no,no,cellular,Selfemployeed,10405,1
*********,38,F,1,Doctorate,Single,NY,91750,no,yes,no,unknown,Businessman,31644,3
*********,52,F,3,High School,Married,FL,91750,no,no,no,cellular,Selfemployeed,8250,3
*********,44,F,4,Unknown,Married,TX,91750,no,yes,no,cellular,Govt,31451,3
*********,65,F,0,Graduate,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,27787,1
*********,49,M,4,Uneducated,Married,TX,91750,no,no,no,cellular,Govt,69729,1
*********,49,F,2,Graduate,Single,FL,91750,no,no,no,cellular,White-collar,22828,1
*********,41,M,2,Uneducated,Married,TX,91750,no,no,no,unknown,Govt,112966,3
*********,41,M,4,Post-Graduate,Married,TX,91750,yes,no,yes,cellular,White-collar,51529,3
*********,42,M,2,Graduate,Married,NY,91750,yes,no,no,cellular,Govt,75183,2
*********,43,M,0,High School,Single,TX,91750,yes,no,yes,cellular,Retirees,96698,2
*********,44,M,1,Graduate,Married,FL,91750,no,no,no,cellular,Retirees,92426,2
*********,64,M,0,Graduate,Single,NY,91750,yes,yes,no,cellular,White-collar,25780,2
*********,33,F,3,Graduate,Single,FL,91750,no,yes,no,cellular,Govt,18488,1
*********,46,M,4,Unknown,Married,SC,91750,yes,no,yes,cellular,Blue-collar,68165,2
*********,44,M,5,Unknown,Single,FL,91750,yes,yes,no,cellular,Businessman,109682,3
*********,55,F,2,Graduate,Single,CA,91750,yes,yes,yes,cellular,Blue-collar,21065,3
*********,45,M,3,Unknown,Single,CA,91750,no,no,yes,cellular,Businessman,50707,3
*********,36,F,1,Graduate,Single,NY,91750,yes,no,no,cellular,Businessman,171082,2
*********,42,M,4,Graduate,Single,NY,91750,no,no,no,cellular,Selfemployeed,83685,1
*********,57,F,3,High School,Single,NY,91750,yes,yes,yes,cellular,Selfemployeed,14975,3
*********,50,M,1,Doctorate,Single,CA,91750,yes,no,no,cellular,Govt,112056,2
*********,46,M,3,High School,Single,CA,91750,no,no,yes,cellular,Govt,55306,3
*********,35,F,1,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,14975,3
*********,43,F,4,Graduate,Single,FL,91750,no,yes,yes,unknown,Retirees,31602,2
